x1,x2,x3,x4,x5,x6
129.04877736525413,1,2,8675,13163,6946
129.30482652669312,1,0,8562,13109,6771
129.5608756881321,1,1,8439,13208,6767
129.81692484957114,0,2,8321,13281,6756
130.07297401101013,0,4,8394,13176,6735
130.32902317244913,0,2,8566,13090,6766
130.58507233388812,0,4,8428,13118,6856
130.84112149532712,0,1,8465,13238,6880
131.0971706567661,2,1,8407,13138,6735
131.3532198182051,0,1,8329,12966,6915
131.6092689796441,0,2,8241,13323,6721
131.8653181410831,0,4,8348,13089,6828
132.1213673025221,0,2,8111,13197,6747
132.37741646396108,2,4,8385,13064,6642
132.63346562540008,0,2,8190,12920,6767
132.88951478683907,0,2,8078,12795,6712
133.14556394827807,1,3,8044,12866,6662
133.40161310971706,1,2,8057,12960,6565
133.65766227115606,2,0,8183,12722,6661
133.91371143259508,0,2,7939,12892,6660
134.16976059403407,2,3,8249,12753,6597
134.42580975547307,2,5,8147,12788,6516
134.68185891691206,0,1,8099,12698,6633
134.93790807835106,0,1,7987,12819,6531
135.19395723979005,1,1,7954,12701,6580
135.45000640122905,0,5,8010,12722,6649
135.70605556266804,0,4,7998,12765,6681
135.96210472410704,0,3,7792,12661,6636
136.21815388554603,0,7,7788,12704,6530
136.47420304698502,3,2,7874,12668,6435
136.73025220842402,0,2,7822,12655,6584
136.986301369863,0,0,7900,12707,6547
137.242350531302,0,0,7629,12603,6576
137.498399692741,0,3,7654,12478,6466
137.75444885418,1,4,7583,12567,6449
138.010498015619,0,3,7734,12474,6466
138.26654717705802,0,3,7600,12357,6292
138.522596338497,0,4,7538,12405,6401
138.778645499936,1,5,7716,12557,6487
139.034694661375,1,2,7365,12341,6484
139.290743822814,1,4,7574,12354,6418
139.546792984253,0,2,7413,12451,6239
139.80284214569198,1,1,7495,12381,6319
140.05889130713098,0,2,7518,12357,6464
140.31494046856997,1,2,7457,12092,6350
140.57098963000897,0,4,7509,12495,6277
140.82703879144796,2,2,7418,12304,6424
141.08308795288696,0,1,7416,12300,6373
141.33913711432595,1,2,7208,12366,6299
141.59518627576495,1,3,7183,12234,6253
141.85123543720394,1,3,7267,12252,6182
142.10728459864293,0,1,7308,12332,6381
142.36333376008193,0,4,7400,12057,6249
142.61938292152095,3,4,7251,11977,6343
142.87543208295995,0,4,7088,12248,6282
143.13148124439894,3,4,6985,11890,6314
143.38753040583794,1,4,7146,12107,6224
143.64357956727693,0,3,7039,12378,6263
143.89962872871592,0,3,7068,12172,6188
144.15567789015492,0,2,6928,11893,6222
144.4117270515939,1,2,7060,11988,6079
144.6677762130329,0,4,7114,12054,6247
144.9238253744719,3,4,7005,12019,6092
145.1798745359109,2,1,7010,11959,6124
145.4359236973499,0,2,6891,11903,6137
145.6919728587889,0,4,6856,12114,6075
145.94802202022788,0,3,6807,11831,6255
146.20407118166688,1,5,6892,11909,6051
146.46012034310587,2,2,6817,12021,6211
146.7161695045449,2,2,6876,11797,5871
146.9722186659839,1,0,6842,11965,5915
147.22826782742288,1,4,6771,11984,5946
147.48431698886188,1,2,6723,11896,6076
147.74036615030087,1,2,6748,11851,6079
147.99641531173987,1,1,6910,11527,5999
148.25246447317886,0,2,6637,11712,6079
148.50851363461786,0,2,6795,11718,5892
148.76456279605685,0,5,6812,11596,5974
149.02061195749584,2,5,6697,11489,5986
149.27666111893484,1,4,6648,11711,5834
149.53271028037383,1,4,6611,11590,5987
149.78875944181283,1,2,6514,11510,5893
150.04480860325182,1,2,6574,11396,5878
150.30085776469082,1,4,6566,11694,6068
150.5569069261298,4,6,6482,11350,5826
150.8129560875688,1,4,6481,11444,5897
151.06900524900783,0,3,6432,11462,5898
151.32505441044682,0,1,6396,11258,5987
151.58110357188582,3,3,6461,11578,5956
151.8371527333248,4,3,6444,11395,5945
152.0932018947638,0,4,6414,11448,5809
152.3492510562028,1,4,6271,11412,5775
152.6053002176418,0,3,6301,11640,5821
152.8613493790808,0,2,6329,11341,5914
153.1173985405198,0,4,6410,11556,5956
153.37344770195878,0,4,6246,11497,5826
153.62949686339778,1,2,6305,11285,5682
153.88554602483677,1,1,6195,11311,5702
